0
0
0
7
136
1159
5866
21038
58641
136076
278700
513204
864634
1353593
1997012
2789464
3722735
4757619
5855488
6958664
8009979
8962666
9756766
10348695
10715848
10860053
10761973
10446654
9949632
9303422
8532311
7705333
6839037
5975959
5137417
4347022
3627793
2988388
2429921
1951331
1546559
1209652
936400
715645
539316
402212
297365
217148
157012
112503
80987
57129
40071
27676
18896
13099
9013
6109
4013
2616
1677
1061
603
390
252
201
102
60
39
31
11
9
0
