1 , 22833173.375000
1 , 22634890.317000
1 , 23649914.010000
2 , 13053949.264000
2 , 12996722.651000
2 , 13045421.739000
4 , 6965315.529000
4 , 6852917.523000
4 , 6800624.428000
8 , 3661152.353000
8 , 3544012.906000
8 , 3539418.882000
16 , 2146693.705000
16 , 2093123.461000
16 , 2214400.838000
32 , 1540889.515000
32 , 1464130.880000
32 , 1496006.214000
48 , 1232557.085000
48 , 1209786.124000
48 , 1211724.169000
