1 , 18436847.959000
1 , 18396835.382000
1 , 18596793.866000
2 , 9497445.519000
2 , 10164445.670000
2 , 10692172.523000
4 , 5262302.506000
4 , 5343798.239000
4 , 5293977.644000
8 , 2983203.823000
8 , 2829634.138000
8 , 2870957.097000
16 , 2015186.942000
16 , 1354917.965000
16 , 1667941.182000
32 , 1014724.155000
32 , 1114377.480000
32 , 853657.268000
48 , 1454619.677000
48 , 1172155.086000
48 , 1661567.004000
