BF, 6, 128, 473396.509000
BF, 6, 128, 470318.777000
BF, 6, 128, 519938.543000
BF, 6, 128, 473591.505000
BF, 6, 128, 484206.266000
BF, 6, 128, 500858.667000
BF, 6, 128, 511606.872000
BF, 6, 128, 500329.691000
BF, 6, 128, 490993.437000
BF, 6, 128, 486912.961000
Bin+, 6, 128, 252438.714000
Bin+, 6, 128, 213504.520000
Bin+, 6, 128, 243609.591000
Bin+, 6, 128, 285665.213000
Bin+, 6, 128, 256798.305000
Bin+, 6, 128, 257130.729000
Bin+, 6, 128, 254873.958000
Bin+, 6, 128, 251096.984000
Bin+, 6, 128, 252971.073000
Bin+, 6, 128, 252518.852000
BF, 6, 256, 720692.748000
BF, 6, 256, 778207.537000
BF, 6, 256, 779878.678000
BF, 6, 256, 818526.974000
BF, 6, 256, 833513.978000
BF, 6, 256, 824359.602000
BF, 6, 256, 832209.058000
BF, 6, 256, 830428.009000
BF, 6, 256, 849180.645000
BF, 6, 256, 813006.140000
Bin+, 6, 256, 238177.266000
Bin+, 6, 256, 232696.125000
Bin+, 6, 256, 354641.926000
Bin+, 6, 256, 343226.610000
Bin+, 6, 256, 344034.950000
Bin+, 6, 256, 344603.846000
Bin+, 6, 256, 344729.576000
Bin+, 6, 256, 343447.228000
Bin+, 6, 256, 340766.725000
Bin+, 6, 256, 347004.099000
BF, 6, 512, 1017116.595000
BF, 6, 512, 1671611.857000
BF, 6, 512, 1716968.767000
BF, 6, 512, 1703759.488000
BF, 6, 512, 1694751.386000
BF, 6, 512, 1685014.795000
BF, 6, 512, 1679309.188000
BF, 6, 512, 1698448.050000
BF, 6, 512, 1683239.982000
BF, 6, 512, 1686709.855000
Bin+, 6, 512, 492903.412000
Bin+, 6, 512, 479179.402000
Bin+, 6, 512, 477324.904000
Bin+, 6, 512, 479099.312000
Bin+, 6, 512, 477996.863000
Bin+, 6, 512, 475607.496000
Bin+, 6, 512, 475481.772000
Bin+, 6, 512, 478796.662000
Bin+, 6, 512, 487870.629000
Bin+, 6, 512, 534286.506000
BF, 10, 128, 372791.128000
BF, 10, 128, 442863.730000
BF, 10, 128, 535829.522000
BF, 10, 128, 577030.570000
BF, 10, 128, 577874.469000
BF, 10, 128, 576593.934000
BF, 10, 128, 577071.892000
BF, 10, 128, 576107.244000
BF, 10, 128, 577560.691000
BF, 10, 128, 576059.666000
Bin+, 10, 128, 284196.886000
Bin+, 10, 128, 270639.758000
Bin+, 10, 128, 271130.184000
Bin+, 10, 128, 273820.648000
Bin+, 10, 128, 273394.568000
Bin+, 10, 128, 273992.384000
Bin+, 10, 128, 272824.274000
Bin+, 10, 128, 271319.612000
Bin+, 10, 128, 270639.875000
Bin+, 10, 128, 271274.784000
BF, 10, 256, 705392.113000
BF, 10, 256, 965316.491000
BF, 10, 256, 1015266.103000
BF, 10, 256, 1016567.012000
BF, 10, 256, 1016748.005000
BF, 10, 256, 1017245.173000
BF, 10, 256, 1017043.819000
BF, 10, 256, 1014346.695000
BF, 10, 256, 1017599.034000
BF, 10, 256, 1015397.597000
Bin+, 10, 256, 372018.452000
Bin+, 10, 256, 313505.474000
Bin+, 10, 256, 246691.033000
Bin+, 10, 256, 244217.209000
Bin+, 10, 256, 245219.505000
Bin+, 10, 256, 244914.314000
Bin+, 10, 256, 246566.120000
Bin+, 10, 256, 247001.870000
Bin+, 10, 256, 246105.086000
Bin+, 10, 256, 244961.489000
BF, 10, 512, 1409746.068000
BF, 10, 512, 1883556.210000
BF, 10, 512, 1781879.747000
BF, 10, 512, 1647509.136000
BF, 10, 512, 1758041.334000
BF, 10, 512, 1726000.302000
BF, 10, 512, 1845092.855000
BF, 10, 512, 1693266.689000
BF, 10, 512, 1834122.102000
BF, 10, 512, 1827493.189000
Bin+, 10, 512, 545745.211000
Bin+, 10, 512, 408918.219000
Bin+, 10, 512, 409273.871000
Bin+, 10, 512, 404211.378000
Bin+, 10, 512, 407179.621000
Bin+, 10, 512, 407916.122000
Bin+, 10, 512, 398492.042000
Bin+, 10, 512, 395180.851000
Bin+, 10, 512, 402336.409000
Bin+, 10, 512, 408875.381000
BF, 14, 128, 332276.870000
BF, 14, 128, 369007.039000
BF, 14, 128, 537490.468000
BF, 14, 128, 589947.978000
BF, 14, 128, 586923.873000
BF, 14, 128, 586939.869000
BF, 14, 128, 588256.524000
BF, 14, 128, 587809.925000
BF, 14, 128, 586711.908000
BF, 14, 128, 590795.260000
Bin+, 14, 128, 208471.805000
Bin+, 14, 128, 195652.608000
Bin+, 14, 128, 195539.760000
Bin+, 14, 128, 194299.971000
Bin+, 14, 128, 214588.415000
Bin+, 14, 128, 224019.259000
Bin+, 14, 128, 234039.222000
Bin+, 14, 128, 210362.782000
Bin+, 14, 128, 200527.498000
Bin+, 14, 128, 199401.780000
BF, 14, 256, 777794.378000
BF, 14, 256, 984395.816000
BF, 14, 256, 1048412.821000
BF, 14, 256, 1048324.589000
BF, 14, 256, 1051819.419000
BF, 14, 256, 1048074.673000
BF, 14, 256, 1048398.751000
BF, 14, 256, 1046790.464000
BF, 14, 256, 1050953.088000
BF, 14, 256, 1046688.916000
Bin+, 14, 256, 349908.832000
Bin+, 14, 256, 322915.539000
Bin+, 14, 256, 324360.685000
Bin+, 14, 256, 325000.702000
Bin+, 14, 256, 341295.467000
Bin+, 14, 256, 344724.119000
Bin+, 14, 256, 328522.073000
Bin+, 14, 256, 321610.934000
Bin+, 14, 256, 320778.531000
Bin+, 14, 256, 320897.427000
BF, 14, 512, 1407760.188000
BF, 14, 512, 1860315.743000
BF, 14, 512, 1858096.832000
BF, 14, 512, 1862652.018000
BF, 14, 512, 1857661.729000
BF, 14, 512, 1863788.605000
BF, 14, 512, 1855933.645000
BF, 14, 512, 1858239.460000
BF, 14, 512, 1857924.567000
BF, 14, 512, 1855527.205000
Bin+, 14, 512, 603999.855000
Bin+, 14, 512, 570485.248000
Bin+, 14, 512, 568692.367000
Bin+, 14, 512, 571910.205000
Bin+, 14, 512, 566688.238000
Bin+, 14, 512, 567492.870000
Bin+, 14, 512, 566971.657000
Bin+, 14, 512, 566918.205000
Bin+, 14, 512, 567496.391000
Bin+, 14, 512, 566979.230000
